Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B;Measles;Polio;Diphtheria;BMI;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy;Hepatitis_B_alt;Measles_alt;Polio_alt;Diphtheria_alt
Oman;Middle East;2010;No;10.1;11.7;0.51;99;99;99;99;25.9;0.05;20640;3.04;6.9;6.8;7.9;75.7;alta;alta;alta;alta
Paraguay;South America;2000;No;27.9;33.9;5.64;89;55;86;86;24.9;0.18;3904;5.32;2.5;2.4;5.9;70.5;elevada;moderada;elevada;elevada
Qatar;Middle East;2006;No;8.7;10.1;1.13;96;87;95;96;28.1;0.05;61522;1.02;4.9;4.5;9.2;78.4;alta;elevada;alta;alta
Madagascar;Africa;2014;No;42.3;60.8;0.87;73;64;71;73;21.2;0.22;465;23.59;7.2;7.1;6.1;65.1;elevada;moderada;elevada;elevada
Comoros;Africa;2010;No;62.2;84.6;0.13;74;64;82;74;23.8;0.02;1208;0.69;7.1;6.9;4.2;61.9;elevada;moderada;elevada;elevada
Belize;Central America and Caribbean;2002;No;18.9;22.2;4.92;97;88;93;89;27.6;1.38;4448;0.26;3.7;3.6;10.2;69.3;alta;elevada;alta;elevada
Australia;Oceania;2014;Yes;3.4;4;9.9;91;93;92;92;27.1;0.04;56306;23.48;0.6;0.6;12.7;82.3;alta;alta;alta;alta
Pakistan;Asia;2012;No;67;82.8;0.03;72;42;64;72;23.6;0.13;1262;187.28;19.8;2.2;4.8;65.8;elevada;baixa;moderada;elevada
Grenada;Central America and Caribbean;2009;No;12.8;14.9;8.55;99;78;99;99;26.3;0.4;8133;0.11;3.8;3.8;8.2;73;alta;elevada;alta;alta
Kenya;Africa;2000;No;59.9;98.5;1.51;77;28;80;82;22;4.78;1146;31.96;9.2;9.1;5.3;50.9;elevada;baixa;elevada;elevada
Montenegro;Rest of Europe;2005;No;9.2;10.5;10.3;91;96;92;92;25.7;0.03;5013;0.61;2.3;2.3;10.5;74;alta;alta;alta;alta
Burkina Faso;Africa;2015;No;59.6;100.9;7.03;91;50;91;91;22.1;0.16;653;18.11;8;7.5;1.4;59.9;alta;moderada;alta;alta
Cuba;Central America and Caribbean;2003;No;6.3;7.9;4.39;99;78;98;72;24.8;0.13;4419;11.23;3.5;3.3;9.8;77.3;alta;elevada;alta;elevada
Liberia;Africa;2007;No;80.8;114;4.05;58;64;67;65;23.6;3.5;609;3.46;7.9;7.8;3.9;57.4;moderada;moderada;moderada;moderada
Ecuador;South America;2015;No;13.2;15.4;3.69;78;76;84;78;27.1;0.16;6124;16.21;1.2;1.1;8.4;76.1;elevada;elevada;elevada;elevada
Australia;Oceania;2008;Yes;4.4;5.2;10.76;94;80;92;92;26.8;0.05;53339;21.25;0.7;0.6;12.3;81.4;alta;elevada;alta;alta
Ecuador;South America;2000;No;24.7;29.5;4.01;36;95;83;87;25.3;0.23;4209;12.68;1.6;1.5;7;72.8;baixa;alta;elevada;elevada
Norway;Rest of Europe;2012;Yes;2.5;3;6.21;88;91;95;95;26.5;0.04;73179;5.02;0.7;0.7;12.6;81.5;elevada;alta;alta;alta
India;Asia;2011;No;43;55;2.95;44;27;79;82;21.4;0.09;1293;1250.29;26.9;27.7;5.4;67.1;baixa;baixa;elevada;elevada
Tanzania;Africa;2000;No;78.9;129.7;5.96;92;64;64;79;22.1;4.43;568;33.5;8.3;8.3;4.2;50.8;alta;moderada;moderada;elevada
Morocco;Africa;2003;No;39;45.9;0.48;90;92;91;91;24.9;0.06;1995;29.78;6.6;6.4;3.7;70.4;alta;alta;alta;alta
Mexico;North America;2011;No;15.9;18.5;4;98;97;97;97;27.6;0.16;9076;115.7;1.6;1.6;8.4;75;alta;alta;alta;alta
United Kingdom;Rest of Europe;2007;Yes;4.9;5.8;11.06;88;86;92;92;26.8;0.08;44576;61.32;0.7;0.5;12.6;79.4;elevada;elevada;alta;alta
Colombia;South America;2007;No;17.2;20.2;4.54;93;93;93;93;25.4;0.21;4890;43.74;2.3;2.1;7.2;74.7;alta;alta;alta;alta
Guyana;South America;2009;No;31.1;38.2;5.87;98;84;97;98;25.7;0.68;4682;0.75;5.6;5.4;8;67.8;alta;elevada;alta;alta
Ireland;European Union;2008;Yes;3.8;4.4;12.18;95;86;93;93;27;0.07;48314;4.49;0.3;0.2;12;80.1;alta;elevada;alta;alta
Samoa;Oceania;2001;No;17.6;20.6;3.42;89;46;88;85;30.6;0.17;3268;0.18;0.2;0.2;8.9;69.1;elevada;baixa;elevada;elevada
Turkmenistan;Asia;2004;No;46.7;55.2;2.58;96;90;98;97;25.1;0.08;2492;4.7;3.4;3.4;9.9;64.7;alta;alta;alta;alta
Jamaica;Central America and Caribbean;2004;No;17.3;20.3;3.32;98;95;97;98;26.1;0.83;5121;2.73;1.9;1.8;8;74.1;alta;alta;alta;alta
Mexico;North America;2014;No;14.4;16.8;3.94;84;95;87;87;27.8;0.16;9426;120.36;1.6;1.5;8.4;74.9;elevada;alta;elevada;elevada
Thailand;Asia;2003;No;16.2;18.9;6.07;96;92;98;98;23.1;0.47;4038;64.55;9.1;9.3;6.7;71.4;alta;alta;alta;alta
Mozambique;Africa;2008;No;75.6;112.9;0.74;75;64;74;75;22.2;3.5;448;22.28;3.7;3.7;3.1;51.3;elevada;moderada;elevada;elevada
Venezuela;South America;2001;No;17.8;20.9;8.15;53;83;87;70;26.3;0.4;4987;24.65;1.8;1.7;6.4;72.3;moderada;elevada;elevada;elevada
Saudi Arabia;Middle East;2011;No;9.9;11.5;0;98;97;98;98;28.1;0.13;19813;28.27;7.4;7.4;9.1;74.1;alta;alta;alta;alta
Latvia;European Union;2000;Yes;11.5;14.2;7.13;95;90;96;96;25.6;0.25;6727;2.37;2.8;2.8;9.5;70.3;alta;alta;alta;alta
Timor-Leste;Oceania;2015;No;42.8;50.2;0.41;76;64;75;76;21.2;0.1;1333;1.2;1.9;11.1;4.5;68.5;elevada;moderada;elevada;elevada
Myanmar;Asia;2012;No;45.4;58.6;1.24;58;80;87;84;22.3;0.32;1017;51.41;13;13.2;4.5;64.5;moderada;elevada;elevada;elevada
Czechia;European Union;2006;Yes;3.4;4.1;13.58;98;98;98;98;26.7;0.08;15949;10.24;2;2.1;12.1;76.5;alta;alta;alta;alta
Iceland;Rest of Europe;2002;Yes;2.9;3.7;6.53;88;90;95;95;25.6;0.03;43143;0.29;1;0.9;9.7;80.5;elevada;alta;alta;alta
Australia;Oceania;2007;Yes;4.5;5.4;10.56;94;89;92;92;26.8;0.05;52539;20.83;0.7;0.6;12;81.3;alta;elevada;alta;alta
Chad;Africa;2001;No;98.2;180.5;0.34;27;64;26;26;21;1.27;403;8.68;11.3;11.2;1.4;47.8;baixa;moderada;baixa;baixa
Tunisia;Africa;2012;No;15.2;17.7;1.35;97;96;97;97;26;0.04;3959;10.85;6.4;6.3;6.8;75.4;alta;alta;alta;alta
Suriname;South America;2009;No;21.1;23.7;4.93;87;16;85;87;26.1;0.66;8600;0.52;3.5;3.4;7.7;70.2;elevada;baixa;elevada;elevada
Nicaragua;Central America and Caribbean;2002;No;28.5;34.6;3.46;85;83;85;85;26;0.14;1456;5.22;2.2;2.1;5.2;70.3;elevada;elevada;elevada;elevada
Fiji;Oceania;2015;No;20.6;24.4;2.63;99;94;99;99;27.6;0.12;5391;0.87;4;3.7;10.8;67.1;alta;alta;alta;alta
Moldova;Rest of Europe;2003;No;19.8;23.3;6.27;99;92;98;98;26.1;0.32;1644;2.9;3.3;3.5;9.8;67.5;alta;alta;alta;alta
Italy;European Union;2010;Yes;3.4;4;6.95;96;84;96;96;25.7;0.08;32058;59.28;0.5;0.5;9.7;82;alta;elevada;alta;alta
Germany;European Union;2013;Yes;3.3;4;11.08;88;93;93;95;26.5;0.03;40135;80.65;1.1;1.1;14;80.5;elevada;alta;alta;alta
Bahrain;Middle East;2014;No;6.6;7.7;1.57;98;99;98;98;24.9;0.05;22677;1.34;6.1;6;9.1;76.6;alta;alta;alta;alta
Seychelles;Africa;2000;No;11.8;13.8;8.33;98;99;98;98;25.4;3.5;11178;0.08;6.3;6.7;7.4;72.8;alta;alta;alta;alta
Uruguay;South America;2003;No;13.7;15.7;5.4;91;93;91;91;26.1;0.17;9008;3.32;1.7;1.6;8;75.4;alta;alta;alta;alta
Greece;European Union;2000;Yes;5.6;6.4;8.6;89;77;89;89;26.7;0.03;18643;10.81;0.9;0.8;8.6;77.9;elevada;elevada;elevada;elevada
Bosnia and Herzegovina;Rest of Europe;2014;No;5.5;6.4;4.69;89;92;86;86;25.6;0.08;4518;3.48;2.4;2.4;9.2;76.7;elevada;alta;elevada;elevada
Canada;North America;2000;Yes;5.3;6.2;7.6;14;84;88;89;26.3;0.1;34122;30.69;0.5;0.5;11;79.1;baixa;elevada;elevada;elevada
Nepal;Asia;2009;No;38.3;48.3;0.22;89;65;93;89;21.7;0.17;700;26.88;16.9;17.4;3.2;67.2;elevada;moderada;alta;elevada
Mali;Africa;2015;No;66.8;108.3;0.62;64;64;67;64;22.9;0.39;751;17.44;7.7;7.5;2.3;57.5;moderada;moderada;moderada;moderada
Vanuatu;Oceania;2002;No;23.6;28.1;0.9;66;65;67;70;25.5;0.17;2478;0.19;1.7;1.6;6.5;67.8;moderada;moderada;moderada;elevada
Djibouti;Africa;2014;No;56.2;68;0.32;78;82;78;78;24;0.25;2509;0.9;5.6;5.4;4.1;63.2;elevada;elevada;elevada;elevada
North Macedonia;Rest of Europe;2006;No;11.5;13;3.79;89;97;92;93;26;0.08;3780;2.04;2.5;2.5;8.4;73.9;elevada;alta;alta;alta
Rwanda;Africa;2003;No;81.4;133.5;8.65;96;87;96;96;21.2;2.5;401;8.56;7;7.3;2.6;52.2;alta;elevada;alta;alta
Timor-Leste;Oceania;2004;No;69.3;86;0.39;75;64;57;57;20.2;0.05;913;0.97;12;12;3.1;62.9;elevada;moderada;moderada;moderada
North Macedonia;Rest of Europe;2004;No;12.7;14.3;4.98;79;97;95;94;25.9;0.08;3446;2.03;2.6;2.6;7.8;73.6;elevada;alta;alta;alta
Iran Islamic Rep;Middle East;2006;No;20.9;24.7;0.017;98;65;99;98;25.5;0.15;4959;70.55;7.4;7.7;9.1;72.3;alta;moderada;alta;alta
Congo Dem Rep;Africa;2014;No;75;99.2;4.52;80;64;79;80;21.9;0.37;481;73.77;9.7;9.5;6.2;58.8;elevada;moderada;elevada;elevada
Uzbekistan;Asia;2012;No;21.7;24.4;1.95;99;99;99;99;26.3;0.14;2355;29.77;3;3.1;11.1;70.2;alta;alta;alta;alta
Zambia;Africa;2007;No;56.7;93.2;3.17;80;39;77;80;22;6.89;1018;12.5;6.9;6.8;6.4;51.1;elevada;baixa;elevada;elevada
Senegal;Africa;2004;No;56.1;99.1;0.36;89;33;87;87;22.4;0.55;1115;10.81;11.6;11.5;2.4;59.9;elevada;baixa;elevada;elevada
Finland;European Union;2003;Yes;3.3;4;9.31;88;92;96;98;25.8;0.08;40044;5.21;0.9;0.8;9.6;78.4;elevada;alta;alta;alta
Gabon;Africa;2000;No;53.3;82.9;8.89;70;64;44;45;23.7;3.95;7888;1.23;8;7.8;6.2;58.3;elevada;moderada;baixa;baixa
Burundi;Africa;2003;No;85.7;138.1;6.37;87;57;75;82;20.8;1.09;298;6.91;8.5;8.5;2.1;51.7;elevada;moderada;elevada;elevada
Singapore;Asia;2012;No;2.2;2.8;1.94;97;95;97;97;23.6;0.1;51680;5.31;2.2;2.1;11.3;82;alta;alta;alta;alta
Mali;Africa;2006;No;85.7;150.8;0.55;90;64;79;78;22.2;0.72;697;13.2;9.7;9.5;1.7;52.8;alta;moderada;elevada;elevada
Lesotho;Africa;2003;No;72.2;112.7;1.97;79;47;90;90;24.2;16.46;785;2.02;1.2;1.1;5.1;43.8;elevada;baixa;alta;alta
Samoa;Oceania;2015;No;15.9;18.6;2.1;59;55;78;66;32.1;0.17;4074;0.19;0.2;0.1;10.3;72.7;moderada;moderada;elevada;moderada
Micronesia Fed Sts;Oceania;2007;No;28.4;34.5;1.63;90;65;79;79;29.1;0.17;3013;0.1;0.2;0.2;6.5;65.9;alta;moderada;elevada;elevada
Morocco;Africa;2012;No;23.9;27.8;0.46;99;75;99;99;25.6;0.04;2673;33.24;6.3;6.2;4.6;75;alta;elevada;alta;alta
Qatar;Middle East;2008;No;8.2;9.6;1.15;97;95;98;97;28.3;0.05;60799;1.44;5;4.5;9.7;78.8;alta;alta;alta;alta
Poland;European Union;2006;Yes;6.3;7.3;9.74;98;99;99;99;25.8;0.08;9101;38.14;2.3;2.4;11.7;75.1;alta;alta;alta;alta
Cuba;Central America and Caribbean;2000;No;7;8.8;3.93;98;75;98;95;24.5;0.12;4106;11.13;3.6;3.4;9.6;76.7;alta;elevada;alta;alta
Venezuela;South America;2006;No;15.4;17.9;8.37;71;83;73;71;26.5;0.4;6833;26.85;1.6;1.6;7.6;72.9;elevada;elevada;elevada;elevada
Trinidad and Tobago;Central America and Caribbean;2012;No;18.9;21.2;5.89;92;85;91;92;27.2;0.4;18151;1.34;5.9;6.1;10.8;72.4;alta;elevada;alta;alta
Syrian Arab Republic;Middle East;2007;No;16.3;19.1;0.74;83;81;83;80;27.5;0.13;1571;19.88;6.4;6.2;6.5;74.2;elevada;elevada;elevada;elevada
Venezuela;South America;2005;No;15.8;18.5;7.98;88;83;80;87;26.5;0.4;5505;26.43;1.7;1.6;7.4;72.9;elevada;elevada;elevada;elevada
Uzbekistan;Asia;2008;No;29.8;34;1.72;91;26;98;98;25.7;0.14;1918;27.3;3.1;3.1;10.3;69.2;alta;baixa;alta;alta
Qatar;Middle East;2000;No;10.7;12.5;0.55;89;91;91;80;27.6;0.04;56865;0.59;4.8;4.5;7.9;77.5;elevada;alta;alta;elevada
Paraguay;South America;2010;No;22;26.2;6.27;89;77;89;89;26;0.15;4767;6.25;2.1;2;7.7;72.7;elevada;elevada;elevada;elevada
Sao Tome and Principe;Central America and Caribbean;2007;No;34.2;46.7;4.32;87;71;98;97;24.2;0.46;1287;0.17;6.7;6.6;4.6;65.9;elevada;elevada;alta;alta
Haiti;Central America and Caribbean;2001;No;72.3;100.5;3.62;60;83;52;45;23.4;1.46;1289;8.61;4.7;4.7;3.9;57.4;moderada;elevada;moderada;baixa
Namibia;Africa;2008;No;37.5;55.1;1.01;83;64;83;83;23.6;6.4;4044;2.04;11.5;11.4;6.1;53.8;elevada;moderada;elevada;elevada
Cote d'Ivoire;Africa;2014;No;67.3;93.6;1.35;76;64;76;76;23.7;0.73;1887;22.65;5.6;5.6;4.4;55.5;elevada;moderada;elevada;elevada
Ecuador;South America;2012;No;14.9;17.3;3.92;88;81;85;87;26.7;0.15;5885;15.47;1.3;1.2;8.1;75.5;elevada;elevada;elevada;elevada
Turkiye;Middle East;2010;No;15.5;18.1;1.42;96;65;97;97;27.5;0.08;8492;72.33;4.9;4.7;6.7;74.5;alta;moderada;alta;alta
Maldives;Asia;2004;No;21.4;26.9;1.67;97;67;96;96;23.7;0.17;7788;0.31;14.5;14.6;3.4;73;alta;moderada;alta;alta
Qatar;Middle East;2003;No;9.6;11.2;0.92;93;91;93;92;27.9;0.04;57076;0.68;4.8;4.5;8.2;77.9;alta;alta;alta;alta
Portugal;European Union;2003;Yes;4.3;5.5;12.22;94;72;96;99;25.7;0.2;18819;10.46;0.7;0.6;7.2;77.2;alta;elevada;alta;alta
Sri Lanka;Asia;2015;No;7.5;8.7;2.72;99;99;99;99;23;0.01;3844;20.97;15.1;15;10.9;76.3;alta;alta;alta;alta
Ecuador;South America;2014;No;13.7;15.9;3.81;83;59;84;83;27;0.16;6218;15.95;1.2;1.1;8.5;75.9;elevada;moderada;elevada;elevada
Jamaica;Central America and Caribbean;2001;No;18.4;21.6;3.72;98;96;99;99;25.6;0.85;4870;2.67;2;1.8;7.5;74.1;alta;alta;alta;alta
Armenia;Rest of Europe;2008;No;18.1;20.3;3.96;89;94;91;89;25.9;0.08;3335;2.91;2;2.1;11;72.9;elevada;alta;alta;elevada
Trinidad and Tobago;Central America and Caribbean;2002;No;24.3;27.4;5.25;88;77;96;96;26.1;0.4;11901;1.28;6.5;7;9.4;69.9;elevada;elevada;alta;alta
Malta;European Union;2002;Yes;6.5;7.3;6.12;86;50;95;95;27;0.08;17165;0.4;0.7;0.7;8.3;78.7;elevada;moderada;alta;alta
Iran Islamic Rep;Middle East;2001;No;28.2;34.2;0.012;94;65;95;96;25.1;0.11;3967;66.45;7.7;7.8;6.4;70.6;alta;moderada;alta;alta
Bahrain;Middle East;2009;No;7.6;8.9;1.95;98;99;97;98;25;0.05;21057;1.19;6;5.9;8.4;75.9;alta;alta;alta;alta
Burkina Faso;Africa;2003;No;85.5;165.3;5.57;86;31;83;79;21.2;0.67;484;12.65;1.7;1.3;1.3;52;elevada;baixa;elevada;elevada
Ethiopia;Africa;2015;No;43.2;62.4;0.76;77;64;75;77;20.5;0.19;641;100.84;1.4;1.2;2.6;65;elevada;moderada;elevada;elevada
Latvia;European Union;2011;Yes;6.1;7.2;10.11;89;92;92;92;26.3;0.23;11451;2.06;2.2;2.3;12.6;73.6;elevada;alta;alta;alta
France;European Union;2015;Yes;3.2;4.2;11.87;86;79;97;98;25;0.09;36653;66.55;0.7;0.6;11.5;82.3;elevada;elevada;alta;alta
Peru;South America;2002;No;25.2;32.7;3.93;84;52;95;95;25.2;0.2;3422;27.1;1.4;1.4;8.3;71.9;elevada;moderada;alta;alta
Honduras;Central America and Caribbean;2005;No;24.4;29.2;3.02;97;83;98;98;25.4;0.18;1981;7.46;2.5;2.4;4.7;72;alta;elevada;alta;alta
Georgia;Rest of Europe;2008;No;15.4;17.2;7.27;89;87;90;92;26.6;0.11;2980;3.85;2.6;2.8;12.2;70.9;elevada;elevada;alta;alta
Bolivia;South America;2013;No;28;34.9;3.21;94;83;95;94;26.2;0.16;2831;10.54;1.2;1.1;8.4;69.5;alta;elevada;alta;alta
Burkina Faso;Africa;2008;No;72.7;132.9;5.47;93;30;92;93;21.7;0.4;554;14.69;9.5;9.1;1.3;55.6;alta;baixa;alta;alta
Panama;Central America and Caribbean;2000;No;21.9;26;5.08;98;88;99;98;25.6;0.4;6955;3.03;2.4;2.3;8.5;75.1;alta;elevada;alta;alta
Indonesia;Asia;2007;No;31.2;38.3;0.061;76;73;77;73;22.2;0.22;2403;232.37;1.8;1.7;7.1;68.1;elevada;elevada;elevada;elevada
Turkmenistan;Asia;2009;No;38;44.1;2;97;99;97;96;25.7;0.08;3968;5.01;3.2;3.3;9.9;66.4;alta;alta;alta;alta
Kuwait;Middle East;2000;No;10.7;12.4;0.013;95;86;94;98;28.3;0.13;29952;2.05;3.2;3.1;6.2;73.1;alta;elevada;alta;alta
Switzerland;Rest of Europe;2004;Yes;4.4;5.2;10.54;88;71;95;93;24.9;0.09;75113;7.39;0.6;0.4;11.9;81.1;elevada;elevada;alta;alta
Lebanon;Middle East;2003;No;14.1;16.4;1.96;74;14;74;74;26.6;0.02;6517;4.39;4.8;4.7;7.5;76;elevada;baixa;elevada;elevada
Poland;European Union;2005;Yes;6.5;7.6;9.07;98;90;99;99;25.7;0.08;8569;38.17;2.3;2.5;11.6;75;alta;alta;alta;alta
Gambia;Africa;2013;No;42;65;2.65;97;64;96;97;23.7;1.05;684;1.96;7.6;7.5;3.2;60.4;alta;moderada;alta;alta
Sweden;European Union;2008;Yes;2.6;3.2;7.02;61;94;98;98;25.7;0.08;48544;9.22;1.3;1.3;12.2;81.1;moderada;alta;alta;alta
Malaysia;Asia;2015;No;6.9;8.1;0.55;99;99;99;99;25.6;0.14;9955;30.27;7.5;7.3;10.2;75.5;alta;alta;alta;alta
Micronesia Fed Sts;Oceania;2008;No;28.2;34.2;1.97;89;65;88;85;29.2;0.17;2966;0.1;0.2;0.2;6.7;66.1;elevada;moderada;elevada;elevada
Barbados;Central America and Caribbean;2000;No;13.7;15.1;7.31;93;41;86;93;26.5;0.61;16277;0.27;4.3;4.2;9;77.2;alta;baixa;elevada;alta
Turkiye;Middle East;2003;No;25.3;30.4;1.53;68;65;69;68;26.9;0.08;6644;66.09;5.1;5;5.8;71.6;moderada;moderada;moderada;moderada
Panama;Central America and Caribbean;2006;No;19;22.3;5.07;88;86;98;88;26.1;0.4;8338;3.39;2.1;2;9.1;76.1;elevada;elevada;alta;elevada
Haiti;Central America and Caribbean;2003;No;68.4;94.4;3.56;60;83;56;53;23.7;1.3;1304;8.9;4.5;4.6;4.1;58;moderada;elevada;moderada;moderada
Cuba;Central America and Caribbean;2007;No;5.5;6.9;4.12;93;99;99;93;25;0.15;6236;11.25;3.4;3.2;10.4;78;alta;alta;alta;alta
Kuwait;Middle East;2006;No;9.7;11.2;0.015;99;96;99;99;28.7;0.13;40977;2.37;3.2;3.1;6.2;73.7;alta;alta;alta;alta
Bulgaria;European Union;2007;Yes;9.9;11.8;10.66;95;94;95;95;25.8;0.02;6045;7.55;2.1;2.2;10.5;72.7;alta;alta;alta;alta
Kazakhstan;Asia;2001;No;34.6;39.9;5.55;95;95;95;95;25.6;0.03;5055;14.86;2.6;2.7;10.7;65.8;alta;alta;alta;alta
Tonga;Oceania;2015;No;10.7;12.4;0.23;78;99;96;78;32.1;0.17;4336;0.1;0.1;0.1;11.2;70.5;elevada;alta;alta;elevada
Georgia;Rest of Europe;2001;No;29.9;34.1;2.77;61;57;83;87;25.9;0.03;1668;4.01;3;3.1;11.8;70.1;moderada;moderada;elevada;elevada
Guatemala;Central America and Caribbean;2006;No;33.1;41;2.36;89;83;90;89;25.6;0.19;3428;13.21;1.4;1.4;3.7;70.1;elevada;elevada;alta;elevada
Uganda;Africa;2010;No;49.5;76.3;8.55;80;64;79;80;22;3.12;768;32.43;6;6;5.7;57.1;elevada;moderada;elevada;elevada
Bahrain;Middle East;2004;No;9.4;11;1.98;98;99;98;98;25.3;0.05;22423;0.83;6.1;5.9;8.4;75.2;alta;alta;alta;alta
Belize;Central America and Caribbean;2008;No;17;19.9;6.95;94;90;94;94;28.2;0.53;4835;0.31;3.5;3.4;10.4;71.1;alta;alta;alta;alta
Vanuatu;Oceania;2009;No;24.2;29;0.83;62;65;72;66;25.9;0.17;2893;0.23;1.5;1.5;6.6;69;moderada;moderada;elevada;moderada
China;Asia;2006;No;17.7;21.9;3.28;91;94;94;93;22.8;0.1;3801;1311.02;4.8;4.3;6.9;73.3;alta;alta;alta;alta
Morocco;Africa;2005;No;35.5;41.5;0.46;96;92;98;98;25;0.05;2109;30.46;6.5;6.3;3.9;71.7;alta;alta;alta;alta
Paraguay;South America;2007;No;23.9;28.5;6.03;86;74;95;95;25.7;0.16;4208;6;2.2;2.1;7.1;72.1;elevada;elevada;alta;alta
Belize;Central America and Caribbean;2009;No;16.6;19.4;6.44;97;92;98;97;28.3;0.4;4729;0.31;3.5;3.4;10.4;71.5;alta;alta;alta;alta
Zimbabwe;Africa;2005;No;51.7;93.1;2.17;65;64;69;68;23.5;9.2;1137;12.08;9;9;6.8;43.2;moderada;moderada;moderada;moderada
Ethiopia;Africa;2000;No;87.2;140.7;0.19;52;64;55;30;19.8;1.2;262;66.22;11.9;11.8;1.5;51.9;moderada;moderada;moderada;baixa
Austria;European Union;2011;Yes;3.5;4.2;11.9;89;73;89;89;25.4;0.08;44451;8.39;1.7;2;11.8;81;elevada;elevada;elevada;elevada
Sierra Leone;Africa;2011;No;103.8;153.8;3.41;89;60;88;89;22.6;1.02;557;6.56;8.1;8;3.1;50.2;elevada;moderada;elevada;elevada
South Africa;Africa;2015;No;28.6;36.3;7.2;75;59;85;75;27.2;6.91;6260;55.39;4.4;5.3;10.1;62.6;elevada;moderada;elevada;elevada
Tunisia;Africa;2015;No;14.8;17.2;1.5;98;98;98;98;26.3;0.04;4095;11.18;6.5;6.4;7;75.9;alta;alta;alta;alta
Latvia;European Union;2006;Yes;8.1;9.8;10.4;94;99;96;96;26;0.17;11896;2.22;2.4;2.5;12.2;70.9;alta;alta;alta;alta
Georgia;Rest of Europe;2004;No;23.2;26.2;2.89;64;75;66;78;26.2;0.06;2112;3.93;2.8;3;12;70.5;moderada;elevada;moderada;elevada
Paraguay;South America;2011;No;21.4;25.4;6.14;89;78;89;89;26.2;0.15;4904;6.33;2.1;2;7.8;72.9;elevada;elevada;elevada;elevada
Turkmenistan;Asia;2013;No;36.3;41.9;3.18;98;99;98;98;26.2;0.08;5679;5.37;3.2;3.3;9.8;67.4;alta;alta;alta;alta
Guyana;South America;2007;No;32.2;39.7;5.73;94;90;94;94;25.4;0.74;4443;0.75;5.7;5.5;8;67.2;alta;alta;alta;alta
Oman;Middle East;2007;No;10.5;12.2;0.52;99;95;97;99;25.7;0.05;20230;2.66;7;6.8;7.3;74.9;alta;alta;alta;alta
Luxembourg;European Union;2012;Yes;2.3;2.8;11.67;94;86;99;99;26.2;0.1;104488;0.53;0.9;0.9;11.8;81.4;alta;elevada;alta;alta
Uganda;Africa;2004;No;70;115.1;11.06;62;64;58;62;21.5;3.98;593;26.82;6.6;6.6;4.4;50.6;moderada;moderada;moderada;moderada
United States;North America;2004;Yes;6.8;8.1;8.48;92;86;92;96;28;0.13;51485;292.81;0.7;0.6;12.8;77.5;alta;elevada;alta;alta
Syrian Arab Republic;Middle East;2013;No;26.8;45.3;0.15;71;51;50;41;28;0.13;1037;19.58;6.3;6.1;6.3;70;elevada;moderada;moderada;baixa
St Vincent and the Grenadines;Central America and Caribbean;2001;No;19.1;22;5.07;99;83;99;99;25.6;0.4;5427;0.11;3.9;3.9;7.6;70.9;alta;elevada;alta;alta
Sierra Leone;Africa;2004;No;127.2;202;3.81;70;60;69;65;22.3;1.41;469;5.43;9.5;9.5;2.6;43.5;elevada;moderada;moderada;moderada
Maldives;Asia;2005;No;18.3;21.5;1.23;98;69;98;98;23.8;0.17;6589;0.32;14.4;14.5;3.5;73.6;alta;moderada;alta;alta
Netherlands;European Union;2007;Yes;4.1;4.9;9.45;88;92;97;97;25.4;0.07;45139;16.38;1;1;12;80.1;elevada;alta;alta;alta
New Zealand;Oceania;2003;Yes;5.7;6.9;8.92;89;86;86;90;27;0.03;33475;4.03;0.3;0.3;11.6;79.1;elevada;elevada;elevada;alta
Equatorial Guinea;Africa;2005;No;93.2;133.5;7.82;46;64;51;39;23.1;4.01;12908;0.75;9.8;9.8;5.4;54.4;baixa;moderada;moderada;baixa
Iran Islamic Rep;Middle East;2005;No;22.2;26.4;0.012;94;65;95;95;25.4;0.16;4777;69.76;7.4;7.7;7;71.9;alta;moderada;alta;alta
Papua New Guinea;Oceania;2013;No;42.1;53.8;0.81;73;65;62;79;25.3;0.39;2305;7.79;1.3;1.3;4.3;62.9;elevada;moderada;moderada;elevada
Benin;Africa;2006;No;75;118.8;1.29;74;83;76;74;22.7;0.75;953;8.22;8.5;8.4;2.8;57.8;elevada;elevada;elevada;elevada
Guatemala;Central America and Caribbean;2004;No;35.6;44.4;2.38;87;83;88;87;25.4;0.27;3282;12.68;1.4;1.4;3.6;69.4;elevada;elevada;elevada;elevada
Somalia;Africa;2002;No;104.4;172.7;0;42;64;40;40;22.2;0.13;192;9.5;7.8;7.6;2.1;51.5;baixa;moderada;baixa;baixa
Sri Lanka;Asia;2013;No;8.4;9.8;2.65;99;99;99;99;22.8;0.01;3553;20.59;15.2;15.1;10.9;76;alta;alta;alta;alta
Algeria;Africa;2010;No;23.6;27.4;0.35;95;95;95;95;25.1;0.02;3918;35.98;5.9;5.8;7.1;74.9;alta;alta;alta;alta
Turkmenistan;Asia;2000;No;57.5;69.7;2.89;96;92;98;97;24.7;0.08;2288;4.52;3.6;3.6;9.9;63.6;alta;alta;alta;alta
